ReturnID,SaleID,ReturnDate,Reason,RefundAmount
RET015927,SAL153417,2019-09-02,Wrong Item,6626.91
RET015928,SAL102427,2022-06-01,Wrong Item,1182.13
RET015929,SAL191566,2020-08-29,Customer Changed Mind,7049.49
RET015930,SAL167293,2024-12-20,Customer Changed Mind,9928.22
RET015931,SAL073888,2017-03-26,Defective,3612.49
RET015932,SAL182653,2018-07-14,Late Delivery,394.09
RET015933,SAL007944,2023-10-25,Late Delivery,3897.94
RET015934,SAL137341,2025-01-10,Defective,2072.37
RET015935,SAL070927,2024-11-23,Late Delivery,2605.96
RET015936,SAL130849,2020-12-20,Wrong Item,12.53
RET015937,SAL010790,2020-11-09,Customer Changed Mind,2014.82
RET015938,SAL199255,2024-03-29,Defective,1571.77
RET015939,SAL130708,2021-01-19,Late Delivery,2360.88
RET015940,SAL058061,2021-11-15,Late Delivery,5937.97
RET015941,SAL153547,2018-12-30,Late Delivery,1200.49
RET015942,SAL176382,2018-11-25,Customer Changed Mind,119.61
RET015943,SAL159569,2017-10-31,Customer Changed Mind,2284.15
RET015944,SAL198835,2024-10-30,Defective,359.11
RET015945,SAL150930,2017-08-10,Late Delivery,1701.98
RET015946,SAL001982,2022-01-25,Defective,3685.86
RET015947,SAL023015,2017-03-03,Wrong Item,761.66
RET015948,SAL154802,2017-09-08,Customer Changed Mind,3402.07
RET015949,SAL012314,2021-04-28,Late Delivery,1222.52
RET015950,SAL125915,2024-02-26,Defective,1623.09
RET015951,SAL100043,2019-03-12,Wrong Item,1085.17
RET015952,SAL004810,2020-09-22,Wrong Item,1992.11
RET015953,SAL059437,2020-06-22,Late Delivery,857.16
RET015954,SAL096538,2021-08-29,Defective,2298.33
RET015955,SAL116280,2024-04-29,Wrong Item,2174.7
RET015956,SAL060734,2019-10-18,Customer Changed Mind,2298.02
RET015957,SAL112962,2017-01-28,Late Delivery,3016.11
RET015958,SAL129742,2019-04-27,Defective,4446.58
RET015959,SAL195239,2017-03-28,Customer Changed Mind,1370.2
RET015960,SAL180605,2022-09-03,Late Delivery,5936.03
RET015961,SAL161052,2019-11-01,Customer Changed Mind,4352.85
RET015962,SAL159772,2019-07-10,Wrong Item,5396.58
RET015963,SAL188647,2017-10-13,Late Delivery,4936.03
RET015964,SAL120801,2020-03-08,Late Delivery,2805.13
RET015965,SAL130577,2022-03-25,Customer Changed Mind,2054.22
RET015966,SAL142761,2024-12-07,Customer Changed Mind,9096.92
RET015967,SAL057567,2020-11-08,Wrong Item,723.63
RET015968,SAL162294,2020-12-27,Late Delivery,2012.09
RET015969,SAL119599,2021-08-02,Defective,1733.22
RET015970,SAL090625,2017-06-02,Defective,3657.28
RET015971,SAL004553,2022-05-13,Late Delivery,5740.75
RET015972,SAL176690,2017-02-27,Wrong Item,2561.5
RET015973,SAL125372,2019-06-18,Customer Changed Mind,4212.15
RET015974,SAL098591,2019-03-03,Customer Changed Mind,1736.73
RET015975,SAL033316,2022-11-03,Late Delivery,6141.41
RET015976,SAL154304,2023-02-02,Defective,2578.61
RET015977,SAL057925,2021-07-20,Wrong Item,3252.49
RET015978,SAL035004,2023-03-28,Wrong Item,360.4
RET015979,SAL101593,2021-11-08,Late Delivery,4924.77
RET015980,SAL030160,2021-08-24,Late Delivery,1713.77
RET015981,SAL084388,2023-03-05,Defective,405.89
RET015982,SAL143837,2020-03-03,Customer Changed Mind,2614.91
RET015983,SAL165500,2023-09-03,Defective,1876.34
RET015984,SAL042016,2024-02-10,Defective,2041.71
RET015985,SAL079844,2024-10-02,Wrong Item,231.4
RET015986,SAL153848,2023-06-21,Wrong Item,958.23
RET015987,SAL069367,2024-10-04,Defective,374.82
RET015988,SAL192445,2023-01-28,Wrong Item,3634.44
RET015989,SAL078805,2021-04-02,Customer Changed Mind,2063.22
RET015990,SAL033679,2024-07-24,Wrong Item,4206.94
RET015991,SAL183132,2024-11-19,Defective,323.95
RET015992,SAL175487,2017-11-25,Wrong Item,2804.91
RET015993,SAL052998,2022-04-08,Defective,2910.22
RET015994,SAL014990,2024-09-20,Late Delivery,1391.4
RET015995,SAL080870,2020-06-01,Defective,1418.71
RET015996,SAL012348,2022-09-09,Late Delivery,3188.75
RET015997,SAL088105,2017-11-01,Late Delivery,7373.24
RET015998,SAL037828,2020-12-05,Late Delivery,4131.95
RET015999,SAL183078,2018-11-20,Wrong Item,4349.33
RET016000,SAL088927,2024-07-23,Wrong Item,7380.2
RET016001,SAL084834,2022-03-10,Customer Changed Mind,2409.06
RET016002,SAL103459,2017-04-22,Defective,6511.37
RET016003,SAL184624,2021-11-24,Defective,3771.63
RET016004,SAL139202,2020-10-25,Customer Changed Mind,5259.38
RET016005,SAL147329,2019-10-05,Defective,4598.36
RET016006,SAL082479,2017-05-27,Wrong Item,6363.47
RET016007,SAL000518,2019-07-07,Defective,6323.65
RET016008,SAL129080,2020-07-22,Late Delivery,991.62
RET016009,SAL086934,2018-08-19,Defective,834.43
RET016010,SAL039043,2021-03-17,Late Delivery,4876.89
RET016011,SAL086283,2021-05-22,Defective,1057.69
RET016012,SAL028561,2023-08-18,Late Delivery,2875.8
RET016013,SAL060778,2021-07-30,Wrong Item,7762.12
RET016014,SAL190525,2022-12-07,Wrong Item,1229.33
RET016015,SAL169075,2017-01-21,Customer Changed Mind,4906.98
RET016016,SAL161736,2022-06-03,Late Delivery,4701.91
RET016017,SAL195948,2018-02-14,Defective,6238.67
RET016018,SAL111358,2020-11-07,Defective,669.07
RET016019,SAL070053,2017-03-18,Customer Changed Mind,567.42
RET016020,SAL037275,2019-08-19,Late Delivery,6589.54
RET016021,SAL008429,2021-10-04,Wrong Item,1812.92
RET016022,SAL055294,2020-03-24,Customer Changed Mind,7102.35
RET016023,SAL196818,2023-10-24,Wrong Item,1688.1
RET016024,SAL176151,2017-02-17,Defective,2985.26
RET016025,SAL185902,2020-07-03,Late Delivery,291.09
RET016026,SAL016680,2017-08-02,Defective,1938.26
RET016027,SAL055121,2020-04-18,Wrong Item,1316.29
RET016028,SAL044969,2019-03-13,Customer Changed Mind,573.76
RET016029,SAL178114,2024-07-13,Customer Changed Mind,1554.99
RET016030,SAL000313,2018-08-22,Customer Changed Mind,1359.69
RET016031,SAL001319,2022-06-23,Wrong Item,6900.36
RET016032,SAL153314,2019-04-19,Wrong Item,8399.59
RET016033,SAL162585,2023-02-11,Customer Changed Mind,8573.11
RET016034,SAL025742,2021-05-26,Defective,2613.09
RET016035,SAL179135,2017-05-12,Defective,4572.46
RET016036,SAL165548,2023-07-25,Late Delivery,5666.38
RET016037,SAL029988,2022-11-25,Defective,348.25
RET016038,SAL180315,2022-08-24,Customer Changed Mind,5849.15
RET016039,SAL120822,2018-02-07,Wrong Item,2054.88
RET016040,SAL053437,2019-05-10,Late Delivery,2614.65
RET016041,SAL104915,2023-06-11,Late Delivery,716.49
RET016042,SAL160158,2022-05-21,Wrong Item,3821.59
RET016043,SAL114035,2017-08-17,Defective,2196.37
RET016044,SAL098449,2024-02-03,Late Delivery,551.93
RET016045,SAL198802,2021-04-06,Defective,4509.34
RET016046,SAL141612,2022-09-18,Defective,3204.83
RET016047,SAL149005,2022-06-08,Customer Changed Mind,900.95
RET016048,SAL041341,2022-01-30,Customer Changed Mind,7039.9
RET016049,SAL110745,2022-05-11,Late Delivery,1242.45
RET016050,SAL063741,2024-08-02,Wrong Item,8089.4
RET016051,SAL045507,2024-11-25,Wrong Item,626.92
RET016052,SAL051965,2023-09-02,Customer Changed Mind,2552.57
RET016053,SAL044517,2020-09-01,Defective,572.81
RET016054,SAL112436,2019-09-07,Defective,6404.69
RET016055,SAL083767,2023-05-30,Defective,4675.35
RET016056,SAL117888,2018-11-01,Customer Changed Mind,3061.74
RET016057,SAL152734,2024-05-24,Customer Changed Mind,866.96
RET016058,SAL199021,2022-04-11,Defective,6175.74
RET016059,SAL159227,2022-06-16,Late Delivery,1928.49
RET016060,SAL005532,2017-10-05,Customer Changed Mind,1704.82
RET016061,SAL053803,2020-12-06,Customer Changed Mind,5193.84
RET016062,SAL061642,2023-07-13,Customer Changed Mind,7650.85
RET016063,SAL123974,2020-08-21,Wrong Item,4084.93
RET016064,SAL146151,2022-02-15,Customer Changed Mind,2755.85
RET016065,SAL071913,2024-05-02,Wrong Item,1385.24
RET016066,SAL151681,2019-02-07,Wrong Item,5126.04
RET016067,SAL177019,2021-12-17,Late Delivery,1502.95
RET016068,SAL122993,2024-12-29,Wrong Item,7795.0
RET016069,SAL190334,2019-10-31,Wrong Item,1247.24
RET016070,SAL172157,2021-01-22,Defective,7163.92
RET016071,SAL054971,2022-01-05,Late Delivery,9801.95
RET016072,SAL047409,2020-08-09,Customer Changed Mind,80.68
RET016073,SAL181619,2020-12-25,Late Delivery,1104.59
RET016074,SAL138778,2019-02-10,Wrong Item,654.65
RET016075,SAL059585,2020-11-02,Late Delivery,1748.49
RET016076,SAL078591,2022-08-29,Customer Changed Mind,2004.51
RET016077,SAL097413,2020-04-03,Wrong Item,3814.63
RET016078,SAL194682,2022-04-20,Customer Changed Mind,7518.91
RET016079,SAL154303,2018-08-02,Customer Changed Mind,1501.85
RET016080,SAL171130,2018-07-22,Wrong Item,854.92
RET016081,SAL122437,2024-11-16,Late Delivery,4287.43
RET016082,SAL037811,2017-05-17,Defective,1794.37
RET016083,SAL185216,2019-03-24,Late Delivery,1627.15
RET016084,SAL153206,2017-07-24,Customer Changed Mind,3654.71
RET016085,SAL167016,2021-06-04,Late Delivery,3629.3
RET016086,SAL164468,2017-07-18,Wrong Item,2845.37
RET016087,SAL084540,2020-01-31,Late Delivery,884.36
RET016088,SAL009764,2024-08-25,Late Delivery,2577.96
RET016089,SAL134753,2023-10-27,Customer Changed Mind,536.83
RET016090,SAL058142,2021-01-14,Defective,268.85
RET016091,SAL021127,2017-09-13,Customer Changed Mind,3121.95
RET016092,SAL032739,2023-04-01,Late Delivery,4444.83
RET016093,SAL105858,2020-12-04,Late Delivery,5856.5
RET016094,SAL103799,2019-04-23,Late Delivery,7355.64
RET016095,SAL163535,2017-06-01,Defective,1352.23
RET016096,SAL082945,2018-09-27,Customer Changed Mind,3988.12
RET016097,SAL014190,2023-04-22,Customer Changed Mind,1360.48
RET016098,SAL078625,2021-09-02,Customer Changed Mind,6007.81
RET016099,SAL088758,2019-07-14,Wrong Item,105.69
RET016100,SAL148406,2022-02-02,Late Delivery,1901.14
RET016101,SAL188159,2018-05-25,Late Delivery,890.75
RET016102,SAL114718,2022-12-24,Late Delivery,9482.08
RET016103,SAL024561,2020-08-26,Customer Changed Mind,333.49
RET016104,SAL185021,2021-04-23,Late Delivery,3002.58
RET016105,SAL094269,2024-03-01,Late Delivery,1448.06
RET016106,SAL113688,2020-11-01,Late Delivery,1132.15
RET016107,SAL055045,2019-03-02,Customer Changed Mind,2545.0
RET016108,SAL045016,2022-01-19,Customer Changed Mind,2388.06
RET016109,SAL116388,2023-12-24,Late Delivery,1905.57
RET016110,SAL187728,2024-09-26,Defective,3780.22
RET016111,SAL019082,2019-08-15,Wrong Item,3485.12
RET016112,SAL030110,2018-09-17,Defective,6727.63
RET016113,SAL104139,2023-12-19,Customer Changed Mind,6064.56
RET016114,SAL121838,2020-05-19,Late Delivery,2691.09
RET016115,SAL128767,2022-05-14,Defective,608.09
RET016116,SAL136464,2019-12-15,Customer Changed Mind,7226.94
RET016117,SAL099778,2017-09-07,Defective,1468.92
RET016118,SAL175347,2019-04-06,Customer Changed Mind,1014.97
RET016119,SAL030712,2021-04-17,Wrong Item,1944.89
RET016120,SAL019694,2021-09-13,Defective,1614.46
RET016121,SAL154190,2017-08-03,Late Delivery,535.81
RET016122,SAL016874,2020-01-21,Wrong Item,1836.41
RET016123,SAL116665,2017-01-26,Customer Changed Mind,5004.86
RET016124,SAL040641,2023-12-21,Late Delivery,1097.94
RET016125,SAL156298,2022-10-03,Customer Changed Mind,1910.64
RET016126,SAL005295,2017-10-17,Wrong Item,2256.47
RET016127,SAL193894,2017-07-02,Defective,1055.22
RET016128,SAL181710,2018-01-09,Defective,984.01
RET016129,SAL141697,2020-09-14,Late Delivery,750.3
RET016130,SAL015836,2022-02-12,Customer Changed Mind,8041.65
RET016131,SAL178421,2018-01-20,Defective,9758.11
RET016132,SAL156279,2021-03-02,Customer Changed Mind,3674.71
RET016133,SAL186438,2024-04-24,Defective,1846.51
RET016134,SAL177248,2019-11-21,Customer Changed Mind,4745.18
RET016135,SAL115246,2020-11-20,Wrong Item,2172.5
RET016136,SAL025456,2022-03-09,Customer Changed Mind,282.54
RET016137,SAL178629,2021-10-03,Late Delivery,6427.57
RET016138,SAL034553,2024-04-15,Wrong Item,688.46
RET016139,SAL088900,2023-03-13,Wrong Item,4852.06
RET016140,SAL064945,2024-05-02,Late Delivery,4580.27
RET016141,SAL014061,2022-02-08,Defective,4014.25
RET016142,SAL079717,2023-05-26,Customer Changed Mind,4190.63
RET016143,SAL126094,2024-12-01,Defective,5959.67
RET016144,SAL187424,2023-03-29,Late Delivery,7087.47
RET016145,SAL144137,2024-08-23,Wrong Item,1655.93
RET016146,SAL079125,2018-01-12,Wrong Item,1780.99
RET016147,SAL082464,2023-07-02,Wrong Item,525.59
RET016148,SAL138085,2023-06-15,Defective,1334.49
RET016149,SAL057371,2017-09-05,Late Delivery,1751.28
RET016150,SAL108344,2019-06-10,Defective,1151.41
RET016151,SAL008296,2022-02-02,Late Delivery,717.15
RET016152,SAL141479,2018-02-28,Late Delivery,2115.65
RET016153,SAL193734,2025-01-08,Wrong Item,4469.08
RET016154,SAL137958,2024-07-10,Wrong Item,882.74
RET016155,SAL113314,2023-01-04,Wrong Item,1296.07
RET016156,SAL029544,2025-01-06,Defective,1308.03
RET016157,SAL094400,2017-02-01,Customer Changed Mind,1644.99
RET016158,SAL101805,2017-09-22,Customer Changed Mind,6286.13
RET016159,SAL160196,2017-12-30,Customer Changed Mind,9704.75
RET016160,SAL011902,2023-08-24,Late Delivery,1259.12
RET016161,SAL085722,2022-06-03,Customer Changed Mind,7094.47
RET016162,SAL133960,2021-09-27,Defective,1748.53
RET016163,SAL181366,2021-10-09,Defective,867.35
RET016164,SAL055315,2017-02-06,Late Delivery,1014.09
RET016165,SAL110278,2022-05-17,Defective,995.33
RET016166,SAL132844,2018-04-12,Wrong Item,1094.91
RET016167,SAL159382,2017-05-16,Wrong Item,3738.06
RET016168,SAL027607,2018-10-22,Wrong Item,7346.87
RET016169,SAL105353,2020-05-07,Customer Changed Mind,1505.12
RET016170,SAL189634,2017-09-13,Customer Changed Mind,2431.93
RET016171,SAL155061,2018-02-09,Defective,2030.82
RET016172,SAL007729,2020-08-06,Late Delivery,7252.62
RET016173,SAL186815,2024-02-08,Late Delivery,357.18
RET016174,SAL144558,2017-04-05,Late Delivery,2325.41
RET016175,SAL017174,2024-09-21,Late Delivery,751.41
RET016176,SAL037183,2024-08-19,Wrong Item,1361.65
RET016177,SAL186858,2022-05-07,Wrong Item,4538.3
RET016178,SAL075941,2017-09-01,Wrong Item,1752.87
RET016179,SAL129047,2017-08-30,Customer Changed Mind,801.42
RET016180,SAL034328,2024-10-23,Defective,2804.98
RET016181,SAL187202,2019-04-24,Wrong Item,2150.87
RET016182,SAL103274,2018-06-24,Late Delivery,3647.61
RET016183,SAL024069,2024-05-07,Defective,4023.67
RET016184,SAL161293,2017-05-01,Late Delivery,3895.31
RET016185,SAL047796,2021-11-29,Wrong Item,3065.46
RET016186,SAL095832,2017-02-19,Late Delivery,318.52
RET016187,SAL095348,2019-11-08,Defective,3170.14
RET016188,SAL121269,2022-11-24,Wrong Item,994.45
RET016189,SAL100134,2020-03-01,Defective,1192.67
RET016190,SAL001161,2020-09-04,Wrong Item,3374.56
RET016191,SAL025498,2019-10-31,Defective,4825.08
RET016192,SAL142571,2021-09-09,Wrong Item,4731.16
RET016193,SAL161748,2020-04-11,Defective,8990.32
RET016194,SAL033211,2019-12-29,Late Delivery,1717.89
RET016195,SAL179064,2023-01-28,Customer Changed Mind,3960.76
RET016196,SAL120759,2019-02-17,Late Delivery,4165.54
RET016197,SAL100329,2023-08-07,Wrong Item,2363.07
RET016198,SAL013374,2018-10-27,Late Delivery,1719.77
RET016199,SAL092001,2018-06-24,Defective,244.1
RET016200,SAL117663,2021-12-12,Late Delivery,2012.82
RET016201,SAL121400,2022-10-06,Wrong Item,2452.56
RET016202,SAL191655,2019-10-16,Late Delivery,1207.71
RET016203,SAL039858,2017-11-15,Customer Changed Mind,2140.14
RET016204,SAL186154,2024-10-14,Late Delivery,7682.36
RET016205,SAL116746,2024-03-13,Wrong Item,5681.71
RET016206,SAL186888,2019-02-08,Customer Changed Mind,1684.58
RET016207,SAL040748,2019-03-01,Late Delivery,1309.83
RET016208,SAL095267,2019-12-05,Wrong Item,2119.35
RET016209,SAL152682,2018-01-24,Late Delivery,2012.51
RET016210,SAL036717,2019-06-28,Customer Changed Mind,1905.6
RET016211,SAL189797,2017-03-22,Wrong Item,1486.32
RET016212,SAL039222,2020-12-16,Wrong Item,2343.99
RET016213,SAL027657,2023-12-28,Wrong Item,2328.88
RET016214,SAL160436,2024-04-07,Customer Changed Mind,6957.73
RET016215,SAL046853,2020-04-27,Customer Changed Mind,714.16
RET016216,SAL191958,2024-01-27,Wrong Item,275.8
RET016217,SAL026221,2023-11-29,Customer Changed Mind,636.39
RET016218,SAL167221,2018-05-31,Late Delivery,1108.39
RET016219,SAL029216,2024-02-10,Late Delivery,8724.65
RET016220,SAL113371,2019-02-14,Late Delivery,4637.71
RET016221,SAL161322,2018-11-07,Wrong Item,1180.94
RET016222,SAL080391,2021-12-25,Late Delivery,646.24
RET016223,SAL024145,2024-02-28,Late Delivery,1836.36
RET016224,SAL191947,2018-04-07,Customer Changed Mind,5035.27
RET016225,SAL010602,2021-02-17,Defective,653.89
RET016226,SAL152543,2023-06-23,Defective,1469.75
RET016227,SAL102295,2018-07-01,Defective,3455.93
RET016228,SAL183267,2022-04-23,Defective,9470.17
RET016229,SAL072174,2020-11-04,Customer Changed Mind,613.1
RET016230,SAL191075,2019-11-07,Wrong Item,4478.63
RET016231,SAL147940,2018-10-25,Defective,4336.22
RET016232,SAL105384,2024-02-04,Wrong Item,4519.2
RET016233,SAL193274,2021-01-30,Customer Changed Mind,1209.55
RET016234,SAL166397,2021-08-22,Customer Changed Mind,5136.67
RET016235,SAL012711,2023-05-06,Late Delivery,2272.28
RET016236,SAL126204,2018-12-03,Customer Changed Mind,844.6
RET016237,SAL084887,2022-03-23,Wrong Item,339.28
RET016238,SAL034924,2017-09-08,Customer Changed Mind,8691.37
RET016239,SAL178834,2022-08-23,Defective,230.86
RET016240,SAL000911,2018-09-08,Late Delivery,323.5
RET016241,SAL042635,2017-10-04,Customer Changed Mind,6635.43
RET016242,SAL058602,2024-09-18,Customer Changed Mind,4511.51
RET016243,SAL093129,2022-01-15,Defective,4101.19
RET016244,SAL144297,2017-08-01,Defective,1076.7
RET016245,SAL105176,2018-03-18,Late Delivery,2091.7
RET016246,SAL162263,2019-04-19,Late Delivery,960.76
RET016247,SAL190777,2020-09-03,Defective,9082.56
RET016248,SAL185171,2018-01-07,Defective,1051.32
RET016249,SAL173727,2019-08-03,Late Delivery,3863.37
RET016250,SAL096424,2020-12-11,Defective,2543.85
RET016251,SAL129586,2020-05-26,Customer Changed Mind,888.57
RET016252,SAL193529,2023-08-26,Late Delivery,470.54
RET016253,SAL197304,2019-03-24,Defective,2126.05
RET016254,SAL145102,2020-09-19,Wrong Item,3994.45
RET016255,SAL158989,2021-02-08,Late Delivery,3492.45
RET016256,SAL017286,2024-10-21,Wrong Item,3590.87
RET016257,SAL193608,2017-12-03,Wrong Item,6592.01
RET016258,SAL117024,2024-04-17,Customer Changed Mind,684.11
RET016259,SAL020091,2024-11-15,Wrong Item,3823.59
RET016260,SAL142302,2021-07-12,Defective,2152.99
RET016261,SAL089014,2022-06-03,Late Delivery,3702.25
RET016262,SAL028584,2017-04-17,Late Delivery,3659.46
RET016263,SAL150239,2018-02-08,Defective,3128.19
RET016264,SAL050300,2023-08-13,Late Delivery,3409.76
RET016265,SAL189033,2021-03-12,Late Delivery,3369.33
RET016266,SAL152454,2022-10-19,Late Delivery,4500.59
RET016267,SAL061997,2020-11-06,Late Delivery,4801.48
RET016268,SAL065942,2020-10-07,Defective,3167.31
RET016269,SAL105652,2023-01-01,Customer Changed Mind,2129.49
RET016270,SAL019202,2020-10-10,Customer Changed Mind,6526.96
RET016271,SAL137964,2019-08-10,Late Delivery,599.68
RET016272,SAL096799,2024-11-21,Customer Changed Mind,8515.02
RET016273,SAL058826,2020-06-18,Customer Changed Mind,4938.58
RET016274,SAL002368,2024-01-23,Defective,474.15
RET016275,SAL113699,2018-12-06,Late Delivery,3989.55
RET016276,SAL132024,2024-02-19,Wrong Item,1440.05
RET016277,SAL002438,2021-02-23,Customer Changed Mind,7587.73
RET016278,SAL140252,2019-09-30,Customer Changed Mind,6477.25
RET016279,SAL090542,2018-09-12,Defective,1313.56
RET016280,SAL135383,2024-09-16,Wrong Item,1259.12
RET016281,SAL108060,2017-05-29,Late Delivery,6781.44
RET016282,SAL136666,2019-07-15,Wrong Item,3472.58
RET016283,SAL030956,2022-11-04,Defective,426.55
RET016284,SAL100145,2017-12-07,Late Delivery,717.92
RET016285,SAL106854,2021-10-13,Wrong Item,2255.12
RET016286,SAL031568,2017-09-21,Wrong Item,2215.56
RET016287,SAL043189,2020-07-21,Defective,8840.28
RET016288,SAL022070,2021-10-17,Wrong Item,3702.26
RET016289,SAL016850,2022-04-06,Defective,2027.56
RET016290,SAL090571,2018-06-22,Customer Changed Mind,823.79
RET016291,SAL180677,2017-05-26,Late Delivery,8680.23
RET016292,SAL116516,2022-05-09,Wrong Item,817.29
RET016293,SAL112790,2022-05-27,Late Delivery,7890.68
RET016294,SAL183171,2018-06-02,Wrong Item,7256.93
RET016295,SAL104150,2024-08-15,Defective,2204.43
RET016296,SAL028350,2017-09-27,Wrong Item,7331.08
RET016297,SAL192283,2024-01-07,Defective,1557.31
RET016298,SAL008410,2020-05-25,Defective,654.32
RET016299,SAL142428,2021-10-07,Customer Changed Mind,6618.17
RET016300,SAL064044,2019-08-07,Defective,3173.53
RET016301,SAL196026,2021-01-05,Late Delivery,1544.61
RET016302,SAL070969,2022-01-11,Defective,4789.45
RET016303,SAL048767,2020-06-26,Customer Changed Mind,3278.14
RET016304,SAL167598,2024-09-24,Defective,3617.07
RET016305,SAL108787,2024-08-20,Wrong Item,3692.38
RET016306,SAL038938,2019-11-17,Defective,4533.85
RET016307,SAL089001,2017-10-27,Wrong Item,1325.35
RET016308,SAL173815,2024-06-14,Late Delivery,1238.78
RET016309,SAL132568,2019-10-27,Defective,6091.56
RET016310,SAL021892,2017-12-13,Customer Changed Mind,1192.16
RET016311,SAL182938,2024-08-23,Defective,833.71
RET016312,SAL147089,2020-06-03,Wrong Item,3433.32
RET016313,SAL179762,2024-01-23,Late Delivery,4719.37
RET016314,SAL188646,2021-10-14,Defective,1033.19
RET016315,SAL002170,2022-02-28,Wrong Item,396.01
RET016316,SAL199293,2020-12-20,Defective,221.47
RET016317,SAL170238,2024-01-11,Wrong Item,884.25
RET016318,SAL088498,2020-05-16,Defective,7094.95
RET016319,SAL126434,2021-07-10,Wrong Item,382.52
RET016320,SAL194582,2023-10-26,Wrong Item,510.67
RET016321,SAL157484,2022-09-28,Wrong Item,3087.33
RET016322,SAL134092,2022-12-25,Customer Changed Mind,5497.17
RET016323,SAL168594,2019-07-26,Late Delivery,304.63
RET016324,SAL156663,2020-05-28,Wrong Item,4139.11
RET016325,SAL003391,2024-08-01,Customer Changed Mind,1893.7
RET016326,SAL109821,2017-06-17,Customer Changed Mind,207.44
RET016327,SAL156098,2023-09-15,Customer Changed Mind,3749.65
RET016328,SAL093056,2021-09-15,Late Delivery,6122.84
RET016329,SAL081424,2022-08-30,Wrong Item,3873.84
RET016330,SAL071540,2024-01-10,Late Delivery,4399.68
RET016331,SAL062173,2024-10-03,Wrong Item,4649.76
RET016332,SAL086027,2023-02-23,Late Delivery,1991.22
RET016333,SAL169269,2017-10-23,Wrong Item,1317.28
RET016334,SAL082751,2020-01-21,Late Delivery,4041.22
RET016335,SAL064863,2024-10-03,Wrong Item,1604.01
RET016336,SAL193148,2021-10-29,Wrong Item,1303.52
RET016337,SAL151688,2020-01-19,Wrong Item,2467.11
RET016338,SAL071663,2023-09-01,Defective,693.03
RET016339,SAL139378,2022-12-25,Late Delivery,1440.96
RET016340,SAL084516,2022-10-17,Late Delivery,3921.87
RET016341,SAL056246,2019-08-20,Defective,1603.6
RET016342,SAL017132,2021-09-29,Late Delivery,509.75
RET016343,SAL062476,2024-06-15,Customer Changed Mind,3611.91
RET016344,SAL172765,2023-07-09,Defective,1455.66
RET016345,SAL150992,2017-02-23,Customer Changed Mind,5391.61
RET016346,SAL163020,2024-09-13,Late Delivery,1458.31
RET016347,SAL027125,2018-01-09,Wrong Item,976.18
RET016348,SAL039938,2021-03-30,Defective,1646.09
RET016349,SAL008596,2019-12-09,Wrong Item,1186.26
RET016350,SAL099432,2024-11-12,Customer Changed Mind,7863.82
RET016351,SAL087162,2021-11-16,Wrong Item,706.45
RET016352,SAL179205,2023-08-21,Customer Changed Mind,3990.63
RET016353,SAL108340,2023-12-07,Wrong Item,53.27
RET016354,SAL115294,2017-10-21,Late Delivery,1011.13
RET016355,SAL076801,2020-05-31,Wrong Item,537.99
RET016356,SAL017405,2021-11-02,Wrong Item,1849.05
RET016357,SAL096430,2018-11-17,Wrong Item,8619.76
RET016358,SAL076979,2024-12-25,Late Delivery,8577.7
RET016359,SAL091723,2022-07-03,Late Delivery,457.6
RET016360,SAL149818,2021-04-15,Customer Changed Mind,5413.42
RET016361,SAL046167,2024-05-06,Defective,335.28
RET016362,SAL186375,2023-11-29,Customer Changed Mind,2301.23
RET016363,SAL125097,2022-12-10,Wrong Item,3359.14
RET016364,SAL018165,2024-06-05,Wrong Item,2373.93
RET016365,SAL187923,2017-02-01,Late Delivery,2060.28
RET016366,SAL184920,2023-11-16,Defective,4505.54
RET016367,SAL115100,2021-02-26,Late Delivery,4944.21
RET016368,SAL099407,2022-09-23,Late Delivery,2234.27
RET016369,SAL181901,2024-01-21,Late Delivery,5815.15
RET016370,SAL188660,2022-05-25,Wrong Item,3452.72
RET016371,SAL156249,2024-10-20,Defective,2314.51
RET016372,SAL163818,2018-03-04,Customer Changed Mind,6516.69
RET016373,SAL142928,2022-10-20,Wrong Item,5999.54
RET016374,SAL012594,2018-02-27,Late Delivery,636.35
RET016375,SAL194281,2019-06-27,Customer Changed Mind,1039.57
RET016376,SAL183205,2022-10-27,Wrong Item,5956.88
RET016377,SAL094477,2024-01-31,Late Delivery,1236.35
RET016378,SAL076119,2020-07-29,Defective,738.16
RET016379,SAL120755,2017-04-07,Wrong Item,385.91
RET016380,SAL025625,2023-11-25,Wrong Item,4627.84
RET016381,SAL172987,2022-07-11,Wrong Item,1449.58
RET016382,SAL063844,2020-03-14,Wrong Item,4573.38
RET016383,SAL191419,2023-05-13,Customer Changed Mind,660.19
RET016384,SAL064459,2019-05-13,Wrong Item,6381.26
RET016385,SAL004624,2017-03-28,Wrong Item,550.52
RET016386,SAL119064,2018-09-22,Customer Changed Mind,2360.41
RET016387,SAL049917,2023-03-01,Wrong Item,1986.59
RET016388,SAL185831,2022-05-05,Defective,9499.22
RET016389,SAL137075,2017-07-10,Defective,189.0
RET016390,SAL059320,2019-09-07,Wrong Item,971.06
RET016391,SAL038120,2018-01-30,Wrong Item,6816.65
RET016392,SAL158982,2019-11-04,Late Delivery,2418.91
RET016393,SAL189399,2022-04-16,Defective,1429.18
RET016394,SAL190061,2018-11-23,Wrong Item,2220.57
RET016395,SAL134393,2023-06-18,Wrong Item,4191.21
